,Freq,Ia,Ib,Ic,PF,UpdateTime,Va,Vb,Vc,kPt,kQt,kSt,kVARh_Q1,kVARh_Q2,kVARh_Q3,kVARh_Q4,kVAh+,kVAh-,kWh+,kWh-,kWh_abs,kWh_net,θIA,θIB,θIC,θVA,θVB,θVC
0,59.900000000000006,2.2,2.0,2.6,0.66,2022-09-03 00:00:22,6801.0,6686.0,6810.0,32.0,-32.0,48.0,248.0,0.0,0.0,212784.0,419274.0,4.0,312284.0,0.0,312286.0,312282.0,326.3,68.53,192.95000000000002,0.0,120.65,240.55
1,59.900000000000006,2.4000000000000004,2.0,3.0,0.7000000000000001,2022-09-03 00:00:42,6782.0,6667.0,6789.0,36.0,-32.0,52.0,248.0,0.0,0.0,212784.0,419276.0,4.0,312284.0,0.0,312286.0,312282.0,332.52,66.49,194.55,0.0,120.65,240.63
2,59.900000000000006,2.6,2.0,3.0,0.68,2022-09-03 00:01:28,6773.0,6676.0,6781.0,36.0,-34.0,54.0,248.0,0.0,0.0,212784.0,419276.0,4.0,312284.0,0.0,312286.0,312284.0,330.75,68.53,192.21,0.0,120.65,240.72
3,60.0,2.6,2.0,3.0,0.73,2022-09-03 00:01:48,6780.0,6669.0,6787.0,38.0,-34.0,52.0,248.0,0.0,0.0,212786.0,419276.0,4.0,312286.0,0.0,312286.0,312284.0,330.94,70.2,191.71,0.0,120.4,240.21
4,60.0,2.6,2.0,3.0,0.71,2022-09-03 00:02:33,6787.0,6670.0,6791.0,38.0,-34.0,52.0,248.0,0.0,0.0,212786.0,419276.0,4.0,312286.0,0.0,312288.0,312284.0,330.94,71.82000000000001,192.82,0.0,120.4,240.21
5,59.900000000000006,2.6,2.0,3.0,0.71,2022-09-03 00:02:53,6772.0,6656.0,6776.0,38.0,-34.0,54.0,248.0,0.0,0.0,212786.0,419278.0,4.0,312286.0,0.0,312288.0,312284.0,330.94,70.2,191.96,0.0,120.4,240.46
6,59.900000000000006,2.6,2.0,3.0,0.71,2022-09-03 00:03:39,6775.0,6662.0,6782.0,36.0,-34.0,52.0,248.0,0.0,0.0,212786.0,419278.0,4.0,312286.0,0.0,312288.0,312284.0,331.69,68.61,192.3,0.0,120.74000000000001,240.8
7,59.900000000000006,2.6,2.0,3.0,0.68,2022-09-03 00:03:59,6779.0,6658.0,6785.0,36.0,-34.0,54.0,248.0,0.0,0.0,212786.0,419278.0,4.0,312286.0,0.0,312288.0,312284.0,330.75,68.61,192.13,0.0,120.74000000000001,240.63
8,60.0,2.4000000000000004,2.0,3.0,0.6900000000000001,2022-09-03 00:04:44,6775.0,6673.0,6787.0,36.0,-34.0,50.0,248.0,0.0,0.0,212786.0,419278.0,4.0,312288.0,0.0,312288.0,312286.0,331.55,64.95,192.13,0.0,120.57000000000001,240.63
9,59.900000000000006,2.4000000000000004,2.0,3.0,0.67,2022-09-03 00:05:04,6782.0,6673.0,6792.0,34.0,-36.0,50.0,248.0,0.0,0.0,212786.0,419278.0,4.0,312288.0,0.0,312288.0,312286.0,329.74,64.43,192.21,0.0,120.74000000000001,240.72
