,Freq,Ia,Ib,Ic,PF,UpdateTime,Va,Vb,Vc,kPt,kQt,kSt,kVARh_Q1,kVARh_Q2,kVARh_Q3,kVARh_Q4,kVAh+,kVAh-,kWh+,kWh-,kWh_abs,kWh_net,θIA,θIB,θIC,θVA,θVB,θVC
0,59.900000000000006,2.2,2.0,2.8000000000000003,0.66,2022-09-02 00:00:28,6832.0,6717.0,6837.0,32.0,-34.0,50.0,248.0,0.0,0.0,211972.0,417926.0,4.0,311268.0,0.0,311270.0,311266.0,326.88,64.26,191.73000000000002,0.0,120.57000000000001,240.55
1,59.900000000000006,2.4000000000000004,2.0,2.8000000000000003,0.66,2022-09-02 00:00:48,6831.0,6712.0,6837.0,32.0,-32.0,50.0,248.0,0.0,0.0,211972.0,417926.0,4.0,311268.0,0.0,311270.0,311266.0,327.52,66.49,191.57,0.0,120.65,240.38
2,60.0,2.4000000000000004,2.0,2.8000000000000003,0.64,2022-09-02 00:01:33,6826.0,6693.0,6827.0,32.0,-34.0,50.0,248.0,0.0,0.0,211972.0,417926.0,4.0,311268.0,0.0,311270.0,311268.0,325.71,62.76,187.86,0.0,120.48,240.3
3,60.0,2.4000000000000004,2.0,2.8000000000000003,0.64,2022-09-02 00:01:54,6825.0,6708.0,6832.0,32.0,-34.0,50.0,248.0,0.0,0.0,211972.0,417926.0,4.0,311268.0,0.0,311270.0,311268.0,325.71,64.26,188.95000000000002,0.0,120.4,240.3
4,59.900000000000006,2.4000000000000004,2.0,2.8000000000000003,0.65,2022-09-02 00:02:39,6814.0,6679.0,6819.0,32.0,-36.0,50.0,248.0,0.0,0.0,211974.0,417928.0,4.0,311270.0,0.0,311270.0,311268.0,325.71,65.03,188.03,0.0,120.65,240.46
5,59.900000000000006,2.4000000000000004,2.0,2.8000000000000003,0.67,2022-09-02 00:02:59,6814.0,6695.0,6819.0,32.0,-34.0,50.0,248.0,0.0,0.0,211974.0,417928.0,4.0,311270.0,0.0,311272.0,311268.0,325.71,65.03,190.66,0.0,120.65,240.63
6,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.67,2022-09-02 00:03:44,6812.0,6692.0,6816.0,34.0,-36.0,52.0,248.0,0.0,0.0,211974.0,417928.0,4.0,311270.0,0.0,311272.0,311268.0,324.68,68.94,190.58,0.0,120.65,240.55
7,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.66,2022-09-02 00:04:05,6813.0,6700.0,6817.0,34.0,-36.0,52.0,248.0,0.0,0.0,211974.0,417928.0,4.0,311270.0,0.0,311272.0,311268.0,325.17,67.12,190.75,0.0,120.74000000000001,240.72
8,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.65,2022-09-02 00:04:50,6807.0,6691.0,6814.0,32.0,-36.0,50.0,248.0,0.0,0.0,211974.0,417930.0,4.0,311270.0,0.0,311272.0,311268.0,322.69,65.73,191.82,0.0,120.74000000000001,240.63
9,59.900000000000006,2.4000000000000004,2.2,2.8000000000000003,0.65,2022-09-02 00:05:10,6807.0,6689.0,6811.0,32.0,-36.0,50.0,248.0,0.0,0.0,211974.0,417930.0,4.0,311270.0,0.0,311272.0,311270.0,323.97,63.84,190.75,0.0,120.82000000000001,240.72
